time,step-size,{fmu1}.Steering_control.delta_f,{fmu1}.Steering_control.speed,{fmu2}.vehicle.delta_f,{fmu2}.vehicle.theta,{fmu2}.vehicle.w_o,{fmu2}.vehicle.x,{fmu2}.vehicle.y
4.000000000000002,0.1,0.0,1.0,0.0,0.0,3.6008340095510585,1.0442418627698058,0.0
4.100000000000001,0.1,0.0,1.0,0.0,0.0,3.7008338178645057,1.0732418071807055,0.0
4.200000000000001,0.1,0.0,1.0,0.0,0.0,3.8008336805150886,1.1022417673493763,0.0
4.300000000000001,0.1,0.0,1.0,0.0,0.0,3.9008335820999305,1.1312417388089806,0.0
4.4,0.1,0.0,1.0,0.0,0.0,4.000833511582389,1.160241718358894,0.0
4.5,0.1,0.0,1.0,0.0,0.0,4.100833461054362,1.1892417037057657,0.0
4.6,0.1,0.0,1.0,0.0,0.0,4.20083342484945,1.2182416932063413,0.0
4.699999999999999,0.1,0.0,1.0,0.0,0.0,4.300833398907496,1.2472416856831747,0.0
4.799999999999999,0.1,0.0,1.0,0.0,0.0,4.400833380319276,1.276241680292591,0.0
4.899999999999999,0.1,0.0,1.0,0.0,0.0,4.5008333670002365,1.3052416764300696,0.0
4.999999999999998,0.1,0.0,1.0,0.0,0.0,4.59983335753727,1.333951673685809,0.0
5.099999999999998,0.1,0.0,1.0,0.0,0.0,4.699833350676211,1.3629516716961032,0.0
5.1999999999999975,0.1,0.0,1.0,0.0,0.0,4.79983334576005,1.3919516702704164,0.0
5.299999999999997,0.1,0.0,1.0,0.0,0.0,4.89983334223747,1.4209516692488664,0.0
5.399999999999997,0.1,0.0,1.0,0.0,0.0,4.999833339713425,1.449951668516894,0.0
5.4999999999999964,0.1,0.0,1.0,0.0,0.0,5.099833337904871,1.478951667992413,0.0
5.599999999999996,0.1,0.0,1.0,0.0,0.0,5.1998333366089815,1.5079516676166065,0.0
5.699999999999996,0.1,0.0,1.0,0.0,0.0,5.299833335680432,1.5369516673473282,0.0
5.799999999999995,0.1,0.0,1.0,0.0,0.0,5.399833335015105,1.565951667154382,0.0
5.899999999999995,0.1,0.0,1.0,0.0,0.0,5.499833334538374,1.5949516670161314,0.0
5.999999999999995,0.1,0.0,1.0,0.0,0.0,5.59983333419678,1.62395166691707,0.0
6.099999999999994,0.1,0.0,1.0,0.0,0.0,5.699833333952016,1.6529516668460895,0.0
